fat_unit,categories,off:food_groups_tags,nutrition_data_prepared_per,countries,categories_tags,sugars_value,proteins_value,proteins_unit,off:nutriscore_grade,off:nutriscore_score,off:ecoscore_data.adjustments.origins_of_ingredients.value,saturated-fat_value,off:ecoscore_score,salt_value,carbohydrates_unit,off:food_groups,energy-kcal_value,brands,data_sources,nutrition_data_per,off:ecoscore_data.agribalyse.code,off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials,obsolete,sugars_unit,off:ecoscore_grade,carbohydrates_value,energy_unit,off:ecoscore_data.adjustments.production_system.value,off:nova_groups_tags,countries_tags,energy-kcal_unit,sodium_unit,code,fat_value,saturated-fat_unit,energy_value,lc,sodium_value,brands_tags,salt_unit,off:ecoscore_data.adjustments.packaging.value
g,"İçecekler, Gazlı içecekler, en:Sodas, Kola","en:beverages,en:sweetened-beverages",100g,Germany,"en:beverages,en:carbonated-drinks,en:sodas,en:colas",10.6,0.0,g,e,14.0,-5,0.0,0.0,0.0,g,en:sweetened-beverages,42.0,Coca-Cola,"App - yuka, Apps, App - InFood, App - Open Food Facts, App - smoothie-openfoodfacts",100g,Unknown,1,0,g,not-applicable,10.6,kJ,0,en:4-ultra-processed-food-and-drink-products,"en:belgium,en:france,en:germany,en:spain,en:united-kingdom",kcal,g,5449000267412,0.0,g,180.0,tr,0.0,coca-cola,g,-12
g,"Bebidas, Bebidas carbonatadas, Bebidas endulzadas artificialmente, Sodas, Bebidas light, Bebidas no alcohólicas, Bebidas carbonatadas sin jugo de frutas, Bebidas de cola, Sodas light, en:Carbonated soft drink without fruit juice without sugar and with artificial sweeteners, Bebida de cola light","en:beverages,en:artificially-sweetened-beverages",serving,Germany,"en:beverages,en:carbonated-drinks,en:artificially-sweetened-beverages,en:sodas,en:diet-beverages,en:non-alcoholic-beverages,en:carbonated-soft-drinks-without-fruit-juice,en:colas,en:diet-sodas,en:carbonated-soft-drink-without-fruit-juice-without-sugar-and-with-artificial-sweeteners,en:diet-cola-soft-drink",0.0,0.0,g,b,1.0,-5,0.0,0.0,0.02,g,en:artificially-sweetened-beverages,0.3,Coca-Cola,"Database - FoodRepo / openfood.ch, Databases, App - yuka, Apps, App - InFood, App - Open Food Facts, App - Speisekammer, App - smoothie-openfoodfacts",100g,Unknown,0,0,g,not-applicable,0.0,kJ,0,en:4-ultra-processed-food-and-drink-products,en:spain,kcal,g,5449000131843,0.0,g,1.4,es,0.008,coca-cola,g,-7
Unknown,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Petit-déjeuners, Boissons chaudes, Boissons à base de végétaux, Cafés, Boissons instantanées, en:Instant coffee substitutes, Chicorée soluble, Chicorée",Unknown,serving,Germany,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:breakfasts,en:hot-beverages,en:plant-based-beverages,en:coffees,en:instant-beverages,en:instant-coffee-substitutes,en:instant-chicory,fr:chicoree",0.0,0.0,Unknown,c,4.0,4,0.0,0.0,0.0,Unknown,Unknown,0.0,Leroux,"App - off, App - yuka, Apps, Producers, Producer - leroux, App - InFood, App - Open Food Facts, App - smoothie-openfoodfacts",100g,Unknown,0,0,Unknown,unknown,0.0,Unknown,0,en:1-unprocessed-or-minimally-processed-foods,"en:france,en:spain",Unknown,Unknown,3067140013120,0.0,Unknown,0.0,fr,0.0,leroux,Unknown,-7
g,"Boissons et préparations de boissons, Boissons, Boissons gazeuses, Boissons édulcorées, Sodas, Boissons light, Boissons sans sucre ajouté, Sodas au cola, Sodas light, Sodas au cola light, Boissons avec sucre ajouté","en:beverages,en:sweetened-beverages",serving,Germany,"en:beverages-and-beverages-preparations,en:beverages,en:carbonated-drinks,en:artificially-sweetened-beverages,en:sodas,en:diet-beverages,en:unsweetened-beverages,en:colas,en:diet-sodas,en:diet-cola-soft-drink,en:sweetened-beverages",0.0,0.0,g,b,1.0,-5,0.0,0.0,0.02,g,en:sweetened-beverages,0.2,Coca-Cola,"Database - FoodRepo / openfood.ch, Databases, App - off, App - yuka, Apps, App - Horizon, App - InFood, App - Open Food Facts, App - Speisekammer, App - smoothie-openfoodfacts",100g,Unknown,0,0,g,not-applicable,0.0,kJ,0,en:4-ultra-processed-food-and-drink-products,"en:algeria,en:belgium,en:france,en:germany,en:hungary,en:italy,en:morocco,en:poland,en:senegal,en:spain,en:switzerland,en:tunisia",kcal,g,5449000133328,0.0,g,0.9,fr,0.008,coca-cola,g,-6
g,"Plant-based foods and beverages, Beverages, Plant-based beverages, Carbonated drinks, Fruit-based beverages, Artificially sweetened beverages, Sodas, Fruit sodas, Carbonated fruit soft drink, Orange soft drinks, Carbonated fruit soft drink with less than 10% of fruit juice, Sweetened beverages, fr:Boisson gazeuse aux fruits avec moins de 20 % de jus non sucrée avec édulcorants","en:beverages,en:sweetened-beverages",100g,Germany,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:carbonated-drinks,en:fruit-based-beverages,en:artificially-sweetened-beverages,en:sodas,en:fruit-sodas,en:carbonated-fruit-soft-drink,en:orange-soft-drinks,en:carbonated-fruit-soft-drink-with-less-than-10-of-fruit-juice,en:sweetened-beverages,fr:boisson-gazeuse-aux-fruits-avec-moins-de-20-de-jus-non-sucree-avec-edulcorants",6.5,0.0,g,e,11.0,-5,0.0,0.0,0.0,g,en:sweetened-beverages,27.0,Fanta,"App - yuka, Apps, App - Horizon, App - InFood, App - Speisekammer, App - Open Food Facts, App - smoothie-openfoodfacts",100g,Unknown,0,0,g,not-applicable,10.3,kJ,0,en:4-ultra-processed-food-and-drink-products,"en:czech-republic,en:france,en:germany,en:romania,en:spain",kcal,g,5449000004840,0.0,g,178.0,en,0.0,fanta,g,-6
g,"Beverages, Carbonated drinks, Sodas, Colas, Sweetened beverages","en:beverages,en:sweetened-beverages",100g,Germany,"en:beverages,en:carbonated-drinks,en:sodas,en:colas,en:sweetened-beverages",10.6,0.0,g,e,14.0,-5,0.0,0.0,0.0,g,en:sweetened-beverages,42.0,Coca-Cola,"App - yuka, Apps, Database - FoodRepo / openfood.ch, Databases, App - El CoCo, App - Horizon, App - InFood, App - smoothie-openfoodfacts",100g,Unknown,0,0,g,not-applicable,10.6,kJ,0,en:4-ultra-processed-food-and-drink-products,"en:france,en:romania,en:senegal,en:spain,en:switzerland,en:united-kingdom",kcal,g,5449000028921,0.0,g,180.0,en,0.0,coca-cola,g,-10
g,"Beverages and beverages preparations, Beverages, Carbonated drinks, Sodas, Colas, Sweetened beverages","en:beverages,en:sweetened-beverages",100g,Germany,"en:beverages-and-beverages-preparations,en:beverages,en:carbonated-drinks,en:sodas,en:colas,en:sweetened-beverages",10.6,0.0,g,e,14.0,-5,0.0,0.0,0.0,g,en:sweetened-beverages,42.0,Coca-Cola,"App - El CoCo, App - InFood, App - Open Food Facts, Apps, App - smoothie-openfoodfacts",100g,Unknown,1,0,g,not-applicable,10.6,kJ,0,unknown,"en:romania,en:spain,en:turkey,en:reino-unido",kcal,g,5449000016645,0.0,g,180.0,en,0.0,coca-cola,g,-15
g,"Napoje, Napoje energetyczne","en:beverages,en:sweetened-beverages",100g,Germany,"en:beverages,en:energy-drinks",11.0,0.0,g,e,15.0,4,0.0,0.0,0.1,g,en:sweetened-beverages,46.0,Red Bull,"App - yuka, Apps, App - InFood, App - Open Food Facts, App - Speisekammer, App - smoothie-openfoodfacts, App - halal-healthy",100g,Unknown,0,0,g,not-applicable,11.0,kJ,0,en:4-ultra-processed-food-and-drink-products,"en:germany,en:spain",kcal,g,9002490100070,0.0,g,195.0,pl,0.04,red-bull,g,-3
g,"Растителни храни и напитки, Напитки, Растителни храни, Растителни напитки, Плодови напитки, Сок и нектар, Плодови сокове, Безалкохолни напитки","en:beverages,en:fruit-juices",100g,Germany,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:non-alcoholic-beverages",7.6,0.5,g,d,7.0,-5,0.1,31.0,0.01,g,en:fruit-juices,33.0,Solevita,"App - off, Apps, App - yuka, App - Horizon, App - InFood, App - Open Food Facts, App - Speisekammer, App - smoothie-openfoodfacts",100g,2035,0,0,g,d,7.9,kJ,15,en:1-unprocessed-or-minimally-processed-foods,"en:belgium,en:france,en:germany,en:hungary,en:spain,en:switzerland",kcal,g,4056489028109,0.5,g,142.0,bg,0.004,solevita,g,-3
g,"Boissons, Boissons gazeuses, Boissons édulcorées, Sodas, Boissons light, Sodas au cola, Sodas light, Sodas au cola light","en:beverages,en:artificially-sweetened-beverages",serving,Germany,"en:beverages,en:carbonated-drinks,en:artificially-sweetened-beverages,en:sodas,en:diet-beverages,en:colas,en:diet-sodas,en:diet-cola-soft-drink",0.0,0.0,g,b,1.0,-5,0.0,0.0,0.02,g,en:artificially-sweetened-beverages,0.3,Coca-Cola,"App - yuka, Apps, App - Open Food Facts, App - smoothie-openfoodfacts",100g,Unknown,1,0,g,not-applicable,0.0,kJ,0,en:4-ultra-processed-food-and-drink-products,"en:belgium,en:france,en:spain,en:switzerland",kcal,g,5000112611878,0.0,g,1.4,fr,0.008,coca-cola,g,-15
g,"Getränke, Milchprodukte, Fermentierte Lebensmittel, Fermentierte Milch, Milchgetränke, Fermentierte Getränke, Fermentierte Milchgetränke, Kefir","en:milk-and-dairy-products,en:milk-and-yogurt",100g,Germany,"en:beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:dairy-drinks,en:fermented-drinks,en:fermented-milk-drinks,en:kefir",4.1,3.4,g,d,8.0,-5,1.0,0.0,0.12,g,en:milk-and-yogurt,46.0,Müller,"App - yuka, Apps, App - InFood, App - Open Food Facts, App - Speisekammer, App - smoothie-openfoodfacts",100g,Unknown,0,0,g,unknown,4.1,kJ,0,en:1-unprocessed-or-minimally-processed-foods,"en:france,en:germany,en:luxembourg,en:romania,en:spain",kcal,g,4025500186821,1.5,g,193.0,de,0.048,muller,g,-8
g,"Beverages, Cocoa and its products, Cocoa and chocolate powders, Instant beverages, Cocoa powders, Chocolate powders, Cocoa powder for beverages with sugar fortified with vitamins",Unknown,100g,Germany,"en:beverages,en:cocoa-and-its-products,en:cocoa-and-chocolate-powders,en:instant-beverages,en:cocoa-powders,en:chocolate-powders,en:cocoa-powder-for-beverages-with-sugar-fortified-with-vitamins",75.1,5.1,g,b,1.0,-5,1.6,0.0,0.41,g,Unknown,386.0,Nestlé,"App - yuka, Apps, App - El CoCo, App - InFood, App - smoothie-openfoodfacts",100g,18168,1,0,g,e,78.9,kJ,20,en:4-ultra-processed-food-and-drink-products,"en:morocco,en:spain",kcal,g,7613039490266,3.6,g,1634.0,en,0.164,nestle,g,-15
g,"Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas no azucaradas, Bebidas de avena","en:beverages,en:plant-based-milk-substitutes",100g,Germany,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:unsweetened-beverages,en:oat-based-drinks",4.8,1.6,g,b,1.0,-5,0.1,63.0,0.03,g,en:plant-based-milk-substitutes,47.0,ALITEY,"Apps, app-elcoco, App - InFood, App - Open Food Facts, App - Yuka, App - smoothie-openfoodfacts",100g,18905,0,0,g,b,8.2,kJ,0,en:1-unprocessed-or-minimally-processed-foods,"en:france,en:portugal,en:romania,en:spain",kcal,g,8423352861402,0.7,g,194.0,es,0.012,alitey,g,-4
g,"Plant-based foods and beverages, Beverages, Plant-based foods, Cereals and potatoes, Dairy substitutes, Cereals and their products, Milk substitutes, Plant-based beverages, Plant-based milk alternatives, Cereal-based drinks, Oat-based drinks","en:beverages,en:plant-based-milk-substitutes",100g,Germany,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks",4.1,1.0,g,b,0.0,-5,0.3,64.0,0.1,g,en:plant-based-milk-substitutes,57.0,Oatly!,"App - elcoco, App - yuka, Apps, App - El CoCo, App - Horizon, App - InFood, App - Open Food Facts, App - smoothie-openfoodfacts",100g,18905,0,0,g,b,6.6,kJ,0,en:4-ultra-processed-food-and-drink-products,"en:spain,en:united-kingdom,en:francia",kcal,g,7394376665035,2.8,g,239.0,en,0.04,oatly,g,-3
g,"Beverages, Carbonated drinks, Sodas, Colas, Sweetened beverages","en:beverages,en:sweetened-beverages",100g,Germany,"en:beverages,en:carbonated-drinks,en:sodas,en:colas,en:sweetened-beverages",10.6,0.0,g,e,14.0,-5,0.0,0.0,0.0,g,en:sweetened-beverages,42.0,Coca-Cola,"App - yuka, Apps, App - InFood, App - smoothie-openfoodfacts",100g,Unknown,0,0,g,not-applicable,10.6,kJ,0,en:4-ultra-processed-food-and-drink-products,"en:france,en:italy,en:south-africa,en:spain,en:ukraine",kcal,g,5449000009067,0.0,g,180.0,en,0.0,coca-cola,g,-8
g,"Boissons, Produits laitiers, Boissons lactées, Compléments alimentaires, Compléments pour le Bodybuilding, Boisson protéinée","en:milk-and-dairy-products,en:milk-and-yogurt",100g,Germany,"en:beverages,en:dairies,en:dairy-drinks,en:dietary-supplements,en:bodybuilding-supplements,en:protein-shakes",18.2,34.8,g,a,-4.0,-5,0.1,0.0,0.15,g,en:milk-and-yogurt,218.0,"Pilos,Molkerei Gropper,Milbona,Lidl","App - yuka, Apps, App - Open Food Facts, App - smoothie-openfoodfacts, App - InFood, App - Speisekammer, App - macrofactor",serving,Unknown,0,0,g,unknown,18.2,kJ,0,en:4-ultra-processed-food-and-drink-products,"en:belgium,en:germany,en:italy,en:poland,en:spain",kcal,g,4056489406662,0.6,g,912.0,fr,0.06,"pilos,molkerei-gropper,milbona,lidl",g,-8
g,"Plant-based foods and beverages, Beverages, Plant-based foods, Cereals and potatoes, Dairy substitutes, Cereals and their products, Milk substitutes, Plant-based beverages, Plant-based milk alternatives, Cereal-based drinks, Oat-based drinks","en:beverages,en:plant-based-milk-substitutes",100g,Germany,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks",0.0,0.2,g,a,-1.0,-2,0.2,68.0,0.09,g,en:plant-based-milk-substitutes,40.0,"Alpro,Danone","App - yuka, Apps, App - El CoCo, App - Horizon, App - InFood, App - smoothie-openfoodfacts",100g,18905,0,0,g,b,5.6,kJ,0,en:4-ultra-processed-food-and-drink-products,"en:netherlands,en:spain,en:united-kingdom",kcal,g,5411188124702,1.5,g,167.0,en,0.036,"alpro,danone",g,-2
g,"Boissons, Eaux, Eaux de sources, Eaux minérales, en:Boissons, en:Eaux, en:Eaux de sources, en:Eaux minérales, en:Eaux minérales naturelles","en:beverages,en:unsweetened-beverages",100g,Germany,"en:beverages,en:waters,en:spring-waters,en:mineral-waters,en:boissons,en:eaux,en:eaux-de-sources,en:eaux-minerales,en:eaux-minerales-naturelles",0.0,0.0,g,a,0.0,-5,0.0,0.0,0.0065,g,en:unsweetened-beverages,0.0,"Eaux Minérales d'Oulmes,","App - elcoco, App - yuka, Apps, App - El CoCo, App - Open Food Facts, App - smoothie-openfoodfacts",100g,Unknown,1,0,g,not-applicable,0.0,kcal,0,unknown,"en:france,en:morocco,en:spain",kcal,g,6111035000027,0.0,g,0.0,fr,0.0026,eaux-minerales-d-oulmes,g,-10
g,"Beverages, Artificially sweetened beverages, Diet beverages, Energy drinks, Dietary drink for sport, Energy drink with sugar","en:beverages,en:sweetened-beverages",100g,Germany,"en:beverages,en:artificially-sweetened-beverages,en:diet-beverages,en:energy-drinks,en:dietary-drink-for-sport,en:energy-drink-with-sugar",4.1,0.0,g,d,7.0,-5,0.0,0.0,0.13,g,en:sweetened-beverages,18.0,"Coca-Cola, Power Ade","Database - FoodRepo / openfood.ch, Databases, App - yuka, Apps, App - InFood, App - Open Food Facts, App - Horizon, App - smoothie-openfoodfacts, App - Speisekammer",100g,Unknown,0,0,g,not-applicable,4.1,kJ,0,en:4-ultra-processed-food-and-drink-products,"en:belarus,en:france,en:germany,en:hungary,en:russia,en:spain,en:switzerland,en:united-kingdom",kcal,g,54492653,0.0,g,93.0,en,0.052,"coca-cola,power-ade",g,-6
Unknown,"Beverages, Waters, Spring waters, Mineral waters, Non-alcoholic beverages, Natural mineral waters, Low mineral bottled waters","en:beverages,en:unsweetened-beverages",100g,Germany,"en:beverages,en:waters,en:spring-waters,en:mineral-waters,en:non-alcoholic-beverages,en:natural-mineral-waters,en:low-mineral-bottled-waters",0.0,0.0,Unknown,a,0.0,3,0.0,0.0,0.3025,Unknown,en:unsweetened-beverages,0.0,Bezoya,"App - yuka, Apps, App - InFood, App - Open Food Facts, App - smoothie-openfoodfacts",100g,Unknown,0,0,Unknown,not-applicable,0.0,Unknown,0,en:1-unprocessed-or-minimally-processed-foods,en:spain,Unknown,mg,8410128000400,0.0,Unknown,0.0,en,0.121,bezoya,mg,-5
