fat_unit,categories,off:food_groups_tags,nutrition_data_prepared_per,countries,categories_tags,sugars_value,proteins_value,proteins_unit,off:nutriscore_grade,off:nutriscore_score,off:ecoscore_data.adjustments.origins_of_ingredients.value,saturated-fat_value,off:ecoscore_score,salt_value,carbohydrates_unit,off:food_groups,energy-kcal_value,brands,data_sources,nutrition_data_per,off:ecoscore_data.agribalyse.code,off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials,obsolete,sugars_unit,off:ecoscore_grade,carbohydrates_value,energy_unit,off:ecoscore_data.adjustments.production_system.value,off:nova_groups_tags,countries_tags,energy-kcal_unit,sodium_unit,code,fat_value,saturated-fat_unit,energy_value,lc,sodium_value,brands_tags,salt_unit,off:ecoscore_data.adjustments.packaging.value
g,"Juomat, Hiilihapotetut juomat, Virvoitusjuomat, Teepohjaiset juomat, Makeutetut juomat","en:beverages,en:sweetened-beverages",100g,Austria,"en:beverages,en:carbonated-drinks,en:sodas,en:tea-based-beverages,en:sweetened-beverages",5.0,0.0,g,d,7.0,4,0.0,0.0,0.0,g,en:sweetened-beverages,20.0,Club Mate,"Database - FoodRepo / openfood.ch, Databases, App - yuka, Apps, App - InFood, App - Open Food Facts, App - Speisekammer, App - smoothie-openfoodfacts",100g,0.0,0,0,g,not-applicable,5.0,kJ,0,en:4-ultra-processed-food-and-drink-products,"en:austria,en:belgium,en:finland,en:france,en:germany,en:poland,en:switzerland",kcal,g,4029764001807,0.0,g,84.0,fi,0.0,club-mate,g,-3
g,"Kasvipohjaiset ruoat ja juomat, Juomat, Kasvipohjaiset ruoat, Juurekset ja juurestuotteet, en:Dairy substitutes, Maidon korvike, Kasvipohjaiset juomat, Kasvipohjaiset maidonkorvikkeet, Palkokasvijuomat, Soijajuomat, Makeutetut juomat, Vaniljan makuiset soijajuomat","en:beverages,en:plant-based-milk-substitutes",100g,Austria,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:legumes-and-their-products,en:dairy-substitutes,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:legume-based-drinks,en:soy-based-drinks,en:sweetened-beverages,en:vanilla-soy-based-drinks",6.8,3.0,g,b,0.0,-5,0.3,81.0,0.14,g,en:plant-based-milk-substitutes,57.0,Alpro,"Database - FoodRepo / openfood.ch, Databases, App - yuka, Apps, App - InFood, App - Speisekammer, App - Open Food Facts, App - smoothie-openfoodfacts",100g,18900.0,0,0,g,a,6.8,kJ,0,en:4-ultra-processed-food-and-drink-products,"en:austria,en:belgium,en:finland,en:france,en:germany,en:sweden,en:switzerland",kcal,g,5411188115533,1.8,g,240.0,fi,0.056,alpro,g,-4
g,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Céréales et pommes de terre, Substituts de produits laitiers, Céréales et dérivés, Substituts du lait, Boissons à base de végétaux, Boissons végétales, Boissons végétales de céréales, Boissons à l'avoine","en:beverages,en:plant-based-milk-substitutes",100g,Austria,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks",4.1,1.0,g,b,0.0,-5,0.1,78.0,0.1,g,en:plant-based-milk-substitutes,36.0,Oatly,"App - yuka, Apps, App - InFood, App - Open Food Facts, App - smoothie-openfoodfacts, App - Speisekammer",100g,18905.0,0,0,g,b,6.7,kcal,15,en:3-processed-foods,"en:austria,en:belgium,en:france,en:germany",kcal,g,7394376615894,0.5,g,36.0,fr,0.04,oatly,g,-4
g,"Plant-based foods and beverages, Beverages, Plant-based beverages, Carbonated drinks, Fruit-based beverages, Sodas, Fruit sodas, Orange soft drinks, Sweetened beverages","en:beverages,en:sweetened-beverages",100g,Austria,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:carbonated-drinks,en:fruit-based-beverages,en:sodas,en:fruit-sodas,en:orange-soft-drinks,en:sweetened-beverages",11.7,0.0,g,e,15.0,-5,0.0,0.0,0.0,g,en:sweetened-beverages,48.0,Fanta,"Database - FoodRepo / openfood.ch, Databases, App - yuka, Apps, App - Horizon, App - InFood, App - Speisekammer, App - Open Food Facts, App - smoothie-openfoodfacts",100g,0.0,0,0,g,not-applicable,11.7,kJ,0,en:3-processed-foods,"en:austria,en:belgium,en:france,en:germany,en:reunion,en:sweden,en:switzerland,en:tunisia",kcal,g,5449000052926,0.0,g,203.0,en,0.0,fanta,g,-6
g,"Beverages, Dairies, Dried products, Milks, Dried products to be rehydrated, Dehydrated beverages, Whole milks, Milk powders, Whole milk powder","en:milk-and-dairy-products,en:milk-and-yogurt",100g,Austria,"en:beverages,en:dairies,en:dried-products,en:milks,en:dried-products-to-be-rehydrated,en:dehydrated-beverages,en:whole-milks,en:milk-powders,en:whole-milk-powder",36.5,25.7,g,unknown,0.0,-5,17.6,-20.0,0.9,g,en:milk-and-yogurt,503.0,"Nestlé, Nestlé","App - yuka, Apps, App - InFood, App - Open Food Facts, App - Speisekammer",100g,19021.0,1,0,g,e,36.5,kJ,0,en:4-ultra-processed-food-and-drink-products,"en:austria,en:france,en:germany,en:united-kingdom",kcal,g,8715000998630,28.2,g,2101.0,en,0.36,"nestle,nestle",g,-15
g,"Bevande, Bevande energetiche","en:beverages,en:artificially-sweetened-beverages",100g,Austria,"en:beverages,en:energy-drinks",0.1,0.4,g,c,3.0,-5,0.0,0.0,0.23,g,en:artificially-sweetened-beverages,4.0,Lidl,"App - elcoco, App - yuka, Apps, App - El CoCo, App - Open Food Facts, App - Horizon, App - smoothie-openfoodfacts",100g,0.0,0,0,g,not-applicable,0.1,kJ,0,en:4-ultra-processed-food-and-drink-products,"en:austria,en:germany,en:switzerland,en:united-kingdom",kcal,g,20917609,0.0,g,15.0,it,0.092,lidl,g,-3
g,"Plant-based foods and beverages, Beverages, Plant-based foods, Legumes and their products, Dairy substitutes, Milk substitutes, Plant-based beverages, Plant-based milk alternatives, Legume-based drinks, Soy-based drinks, Chocolate soy-based drinks","en:beverages,en:plant-based-milk-substitutes",100g,Austria,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:legumes-and-their-products,en:dairy-substitutes,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:legume-based-drinks,en:soy-based-drinks,en:chocolate-soy-based-drinks",7.6,3.1,g,b,0.0,-5,0.4,100.0,0.14,g,en:plant-based-milk-substitutes,61.0,"Alpro,Danone","App - yuka, Apps, App - InFood, App - Open Food Facts, App - Speisekammer, App - smoothie-openfoodfacts",100g,18900.0,0,0,g,a,7.9,kJ,20,en:4-ultra-processed-food-and-drink-products,"en:austria,en:belgium,en:finland,en:france,en:germany,en:italy,en:netherlands,en:switzerland",kcal,g,5411188115458,1.8,g,257.0,en,0.056,"alpro,danone",g,-5
g,"Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Boissons aux fruits, Thés, Boissons édulcorées, Thés verts, Boissons sans alcool, Boissons au thé, Thés glacés, Boissons avec sucre ajouté, Boisson au thé sucré avec édulcorants","en:beverages,en:sweetened-beverages",100g,Austria,"en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:fruit-based-beverages,en:teas,en:artificially-sweetened-beverages,en:green-teas,en:non-alcoholic-beverages,en:tea-based-beverages,en:iced-teas,en:sweetened-beverages,fr:boisson-au-the-sucre-avec-edulcorants",4.9,0.0,g,d,7.0,-5,0.0,79.0,0.0,g,en:sweetened-beverages,21.0,Arizona,"Database - FoodRepo / openfood.ch, Databases, App - yuka, Apps, App - Open Food Facts, App - Speisekammer",100g,18020.0,1,0,g,b,5.0,kcal,0,en:4-ultra-processed-food-and-drink-products,"en:austria,en:belgium,en:france,en:germany,en:switzerland",kcal,g,613008730758,0.0,g,21.0,fr,0.0,arizona,g,-11
g,"Bevande e preparati per bevande, Cibi e bevande a base vegetale, Bevande, Bevande a base di piante, Bevande artificialmente zuccherate, Bevande a base di tè, Thè freddi, Bevande zuccherate","en:beverages,en:sweetened-beverages",100g,Austria,"en:beverages-and-beverages-preparations,en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:artificially-sweetened-beverages,en:tea-based-beverages,en:iced-teas,en:sweetened-beverages",4.7,0.0,g,d,7.0,-5,0.0,53.0,0.0,g,en:sweetened-beverages,19.0,Arizona,"Database - FoodRepo / openfood.ch, Databases, App - yuka, Apps, App - Horizon, App - InFood, App - Open Food Facts, App - smoothie-openfoodfacts",100g,18015.0,0,0,g,c,5.0,kJ,0,en:4-ultra-processed-food-and-drink-products,"en:australia,en:austria,en:belgium,en:france,en:french-polynesia,en:luxembourg,en:switzerland",kcal,g,613008730734,0.0,g,78.0,it,0.0,arizona,g,-5
g,"Boissons, Boissons alcoolisées, Boissons distillés, Alcools forts, Eaux-de-vie, Whiskys, Blended whisky, Whisky écossais, Blend écossais",en:alcoholic-beverages,100g,Austria,"en:beverages,en:alcoholic-beverages,en:distilled-beverages,en:hard-liquors,en:eaux-de-vie,en:whisky,en:blended-whisky,en:scotch-whisky,en:blended-scotch-whisky",0.1,0.0,g,not-applicable,0.0,5,0.0,61.0,0.0,g,en:alcoholic-beverages,220.0,Ballantine's,"Database - FoodRepo / openfood.ch, Databases, App - Open Food Facts, Apps, App - Horizon, App - Speisekammer",100g,1005.0,0,0,g,b,0.1,kcal,0,en:3-processed-foods,"en:austria,en:belgium,en:denmark,en:france,en:germany,en:switzerland",kcal,g,5010106113127,0.0,g,220.0,fr,0.0,ballantine-s,g,-2
g,"Boissons, Boissons gazeuses, Boissons édulcorées, Sodas, Boissons light, Boissons sans sucre ajouté, Sodas au cola, Sodas light, Sodas au cola light, pt:Refrigerante","en:beverages,en:artificially-sweetened-beverages",100g,Austria,"en:beverages,en:carbonated-drinks,en:artificially-sweetened-beverages,en:sodas,en:diet-beverages,en:unsweetened-beverages,en:colas,en:diet-sodas,en:diet-cola-soft-drink,pt:refrigerante",0.0,0.0,g,b,1.0,-5,0.0,0.0,0.02,g,en:artificially-sweetened-beverages,0.3,Coca-Cola,"App - yuka, Apps, App - InFood, App - smoothie-openfoodfacts",100g,0.0,1,0,g,not-applicable,0.0,kJ,0,en:4-ultra-processed-food-and-drink-products,"en:austria,en:belgium,en:france,en:hungary,en:portugal",kcal,g,5449000080806,0.0,g,1.0,fr,0.008,coca-cola,g,-15
g,"Beverages, Energy drinks, Boissons, Boissons énergisantes, Boissons-energisantes","en:beverages,en:sweetened-beverages",100g,Austria,"en:beverages,en:energy-drinks,en:boissons,en:boissons-energisantes,en:boissons-energisantes",9.9,0.3,g,e,15.0,-5,0.0,0.0,0.23,g,en:sweetened-beverages,44.0,Urban Classic Energy Drinklidl,"App - yuka, Apps, App - InFood, App - smoothie-openfoodfacts",100g,0.0,0,0,g,not-applicable,10.2,kJ,0,en:4-ultra-processed-food-and-drink-products,"en:austria,en:belgium,en:france,en:italy,en:poland,en:switzerland,en:united-kingdom",kcal,g,20917647,0.0,g,187.0,en,0.092,urban-classic-energy-drinklidl,g,-3
Unknown,"Getränke, Alkoholische Getränke, en:Distilled beverages, Spirituosen, Eau de vie, Whisky, Amerikanische Whiskeys, Bourbon Whiskeys, Alkoholisch",en:alcoholic-beverages,100g,Austria,"en:beverages,en:alcoholic-beverages,en:distilled-beverages,en:hard-liquors,en:eaux-de-vie,en:whisky,en:american-whiskeys,en:bourbon-whiskeys,de:alkoholisch",0.0,0.0,Unknown,not-applicable,0.0,1,0.0,57.0,0.0,Unknown,en:alcoholic-beverages,221.0,"Jim Beam,Beam Global UK","Database - FoodRepo / openfood.ch, Databases, App - Open Food Facts, App - Speisekammer, Apps, App - smoothie-openfoodfacts",100g,1005.0,0,0,Unknown,c,0.0,kJ,0,en:3-processed-foods,"en:austria,en:belgium,en:france,en:germany,en:switzerland",kcal,Unknown,5010196091008,0.0,Unknown,925.0,de,0.0,"jim-beam,beam-global-uk",Unknown,-2
g,"en:Beverages and beverages preparations, en:Plant-based foods and beverages, Nápoje, en:Plant-based beverages, en:Fruit-based beverages, Džusy a nektary, en:Fruit juices","en:beverages,en:sweetened-beverages",100g,Austria,"en:beverages-and-beverages-preparations,en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices",13.0,0.5,g,e,17.0,-5,0.1,22.0,0.01,g,en:sweetened-beverages,56.0,Rauch,"App - yuka, Apps, App - Open Food Facts, App - Speisekammer, App - smoothie-openfoodfacts",100g,2035.0,0,0,g,d,13.0,kJ,0,en:3-processed-foods,"en:austria,en:czech-republic,en:france,en:germany",kcal,g,9008700108829,0.5,g,236.0,cs,0.004,rauch,g,-14
g,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons sans alcool, Boissons au thé, Thés glacés, Thés glacés saveur pêche, Boissons avec sucre ajouté","en:beverages,en:sweetened-beverages",100g,Austria,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:non-alcoholic-beverages,en:tea-based-beverages,en:iced-teas,en:peach-flavored-iced-teas,en:sweetened-beverages",4.8,0.0,g,d,7.0,-5,0.0,47.0,0.0,g,en:sweetened-beverages,21.0,Arizona,"Database - FoodRepo / openfood.ch, Databases, App - yuka, Apps, App - Horizon",100g,18015.0,1,0,g,c,4.9,kcal,0,en:4-ultra-processed-food-and-drink-products,"en:australia,en:austria,en:belgium,en:france,en:switzerland",kcal,g,613008730710,0.0,g,21.0,fr,0.0,arizona,g,-11
g,"Pflanzliche Lebensmittel und Getränke, Getränke, Milchprodukte, Pflanzliche Lebensmittel, Kaffees, en:Evaporated milks, Kaffeegetränke, Kaffeemilch, en:Getränke, en:Gezuckerte Getränke, en:Groceries, en:Kaffeegetränke","en:beverages,en:sweetened-beverages",100g,Austria,"en:plant-based-foods-and-beverages,en:beverages,en:dairies,en:plant-based-foods,en:coffees,en:evaporated-milks,en:coffee-drinks,en:coffee-milks,en:getranke,en:gezuckerte-getranke,en:groceries,en:kaffeegetranke",7.4,2.7,g,e,17.0,-5,2.4,0.0,0.1,g,en:sweetened-beverages,79.0,Emmi,"Database - FoodRepo / openfood.ch, Databases, App - yuka, Apps, Producers, Producer - emmi, App - Open Food Facts, App - smoothie-openfoodfacts",100g,0.0,0,0,g,unknown,7.9,kJ,10,unknown,"en:austria,en:belgium,en:france,en:germany,en:luxembourg,en:netherlands,en:switzerland",kcal,g,7610900138913,4.0,g,332.0,de,0.04,emmi,g,-10
g,"Pflanzliche Lebensmittel und Getränke, Getränke, Alkoholfreie Getränke, Teegetränke, Gezuckerte Getränke","en:beverages,en:sweetened-beverages",100g,Austria,"en:plant-based-foods-and-beverages,en:beverages,en:non-alcoholic-beverages,en:tea-based-beverages,en:sweetened-beverages",4.9,0.0,g,b,-3.0,-5,0.0,47.0,0.0,g,en:sweetened-beverages,20.0,Arizona,"Database - FoodRepo / openfood.ch, Databases, App - yuka, Apps, App - Horizon, App - Speisekammer",100g,18015.0,1,0,g,c,5.2,kJ,0,en:1-unprocessed-or-minimally-processed-foods,"en:austria,en:belgium,en:france,en:germany,en:switzerland",kcal,g,613008730772,0.0,g,84.0,de,0.0,arizona,g,-11
Unknown,"Beverages, Alcoholic beverages, Distilled beverages, Hard liquors, Gins",en:alcoholic-beverages,100g,Austria,"en:beverages,en:alcoholic-beverages,en:distilled-beverages,en:hard-liquors,en:gins",0.0,0.0,Unknown,not-applicable,0.0,0,0.0,49.0,0.0,Unknown,en:alcoholic-beverages,220.0,"Bacardi-Martini,Bombay Saphire, Bombay Sapphire","Database - FoodRepo / openfood.ch, Databases, App - yuka, Apps, App - Speisekammer, App - smoothie-openfoodfacts",100g,1002.0,0,0,Unknown,c,0.0,kcal,0,unknown,"en:austria,en:denmark,en:france,en:germany,en:switzerland",kcal,Unknown,5010677714006,0.0,Unknown,220.0,en,0.0,"bacardi-martini,bombay-saphire,bombay-sapphire",Unknown,-10
